produto;categoria;usuario;data_comentario;recomendacao;resumo;descricao
Brastemp Clean BFO4N Piso 4 Bocas Branco;"fogao
";Maurício Corteletti;27/07/2015;Recomendo este produto;Atendeu as expectativas. Produto de qualidade;"Produto comprado na loja Colombo, entregue em 2 dias após o pagamento!
Produto de muito boa qualidade, só tem que trocar a lâmpada interna do forno para 220V."
Brastemp Clean BFO4N Piso 4 Bocas Branco;"fogao
";e-bit;25/07/2015;Recomendo este produto;Qualidade e preço sempre.;A qualidade do produto baixou um pouco no mais é um bom produto.
Brastemp Clean BFO4N Piso 4 Bocas Branco;"fogao
";e-bit;17/10/2015;Recomendo este produto;bom;pratico
Brastemp Clean BFO4N Piso 4 Bocas Branco;"fogao
";e-bit;20/12/2014;Recomendo este produto;Bom produto;O produto é bom no geral, mas é feito para brasileiros, aí peca um pouco na qualidade em relaçao aos produtos vendidos no exterior, mesmo sendo um brastemp.
Brastemp Clean BFO4N Piso 4 Bocas Branco;"fogao
";Roberta Pessoa;21/09/2017;Recomendo este produto;Bom;Boa
Brastemp Gourmand BDJ30A Cooktop 1 Bocas Preto;"fogao
";Larissa Zanette;29/06/2013;Recomendo este produto;Segurança, rapidez e facilidade de limpeza;O melhor custoXbenefício que já tive com um fogão. Usei por 3 anos como o único fogão de casa. Rapidez e segurança para quem tem pouco espaço e a facilidade de transportar para quem gosta de se reunir em lugares diferentes para cozinhar, isso sem  falar da limpeza: um paninho e pronto! Não oferece risco de queimaduras, pois sua superfície só aquece onde está em contato com metal indutor. Funciona perfeitamente com panelas de ferro e de inox, desde que os fundos sejam lisos. Uma excelente aquisição, recomendo!
Brastemp Gourmand BDJ30A Cooktop 1 Bocas Preto;"fogao
";e-bit;09/11/2012;Recomendo este produto;Produto recomendado;"O produto é visualmente atraente e de fácil utilização.

O que gostei: O aquecimento é muito rápido, além de ser um produto portátil e de fácil manuseio.

 O que não gostei: Algumas vezes as teclas não respondem aos comandos."
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;30/03/2016;Recomendo este produto;qualidade com bom preço;prático e eficiente, nova experiencia com  4 bocas e forno superpotente
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;23/04/2017;Recomendo este produto;Funcional;Atende minhas necessidades
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;17/03/2017;Recomendo este produto;ótimo;recomendo
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;11/02/2017;Recomendo este produto;Otimo;Produto de ótima qualidade, atende as minhas necessidades com excelência.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;07/10/2016;Recomendo este produto;Atende ao que eu necessito;Precisava de um fogão com as dimensões que eu já possuía em casa para não ter que quebrar devido as dimensões do produto. Em manual pedir para comprar peças antes de chamar o técnico e o mesmo disse que não eram necessários, mas me foi devolvido o dinheiro pela Assistência Técnica.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;19/07/2015;Recomendo este produto;É um Brastemp;Sem dúvida a qualidade brastemp permanece a mesma.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";Rafaella Carvalho;14/07/2015;Recomendo este produto;Ótimo produto;"Produto com um lindo designer e fácil utilização. O temporizador do forno ajuda bastante no preparo de vários pratos.
Boa qualidade.... super recomendo!"
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;19/09/2015;Recomendo este produto;Cumpre o que promete;Prático e funcional, cumpre o que promete aliando beleza e material de ótima qualidade.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;07/08/2017;Recomendo este produto;Excelente relação custo/beneficio.;Produto atende as necessidades
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;07/08/2017;Recomendo este produto;PRODUTO MUITO BOM;PRODUTO DE ÓTIMA QUALIDADE
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;25/07/2017;Recomendo este produto;produto excelente;muito boa
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;04/07/2017;Recomendo este produto;Excelente qualidade;Muito bom produto, facilidade de uso.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;03/07/2017;Recomendo este produto;Excelente produto;É um fogão Brastemp com tradição no mercado. Tem um preço muito bom é é muito belo. Ficou muito bem na minha cozinha.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;30/06/2017;Recomendo este produto;Bom;Atende as expectativas.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;28/05/2017;Recomendo este produto;Excelente;O fogão é lindo e funcional, fácil de limpar e o forno é espetacular!
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;10/04/2017;Recomendo este produto;;
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;31/03/2017;Recomendo este produto;10;Produto sem defeitos
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;27/03/2017;Recomendo este produto;otimo;è de otima aparencia , facil de limpar, bem leve.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;02/01/2017;Recomendo este produto;Ótimo Produto;Ótimo fogão, Bonito,  bom acabamento, belo design. Eu recomendo
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;25/10/2016;Recomendo este produto;Muito satisfeito até o momento  !;"Fácil de instalar, utilizar e limpar !!!
Recomendo !"
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;25/10/2016;Recomendo este produto;Muito satisfeito até o momento !!!;"Fácil de instalar, utilizar e limpar !!!
Recomendo !"
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;07/10/2016;Recomendo este produto;Atende a minha necessidade.;No manual pede para comprar peças antes de chamar o técnico e quando ele vem as peças não foram utilizadas, mas o dinheiro foi devolvido pela assistencia tecnica.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;07/10/2016;Recomendo este produto;Adequado para a minha necessidade;"Manual recomenda compra de peças para a instalação do fogão para gás de rua e só então chamar o técnico para instalação do mesmo, só que ele já vem equipado com as peças necessárias para instalação junto ao ponto de saída e entrada de gás .
O técnico vem apenas para trocar as peças do forno e fogão da saída de gás. Comprei as peças mas como não havia necessidade devolveram o meu dinheiro."
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;03/08/2016;Recomendo este produto;Fogão 4 bocas bonito, funcional, eficaz;Foram três meses de satisfação e alegria cozinhar com este fogão.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;18/07/2016;Recomendo este produto;Otimo;Ainda não tenho com esse especificamente mas com outros da mesma marca
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;09/07/2016;Recomendo este produto;Produto  excelente, acima das expectativas;Já conhecia o produto em versão anterior menos moderna,mas excelente
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;15/05/2016;Recomendo este produto;Confiabilidade na marca;Fácil de usar e limpar, os botões de controle são removíveis o que facilita muito a limpeza do  painel.Minha experiencia com os produtos da Brastemp sempre foram positivas.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;20/03/2016;Recomendo este produto;Atigiu tudo o que esperava do produto;Prático e fácil de usar. Eficiência e rapidez  na instalação pela assistência técnica
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;09/03/2016;Recomendo este produto;Elogio;foi gratificante a compra do produto
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;08/03/2016;Recomendo este produto;Muito bom;muito bom, designe inovador
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;14/06/2015;Recomendo este produto;Excelente acabamento;Designe moderno e excelente custo beneficio.
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;04/06/2015;Recomendo este produto;Marca confiável;O produto tem aspecto moderno, ótimo acabamento!
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;21/03/2015;Recomendo este produto;muito bonito;Sem queixas
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;11/03/2015;Recomendo este produto;Ótimo;Ótimo
Brastemp Clean BYO4TAR de Embutir 4 Bocas Inox;"fogao
";e-bit;26/06/2016;Recomendo este produto;Tem pouco tempo de uso para avaliar;Por enquanto, só tive problema com o forno.
Brastemp Ative! BF150A Piso 4 Bocas Inox;"fogao
";e-bit;21/06/2015;Recomendo este produto;Funcionalidade aliado com eficiência;Sempre gostei dos produtos da Brastemp, por isso dei de presente e a pessoa gostou muito.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;27/08/2016;Recomendo este produto;Excelente produto!;"O fogão é excelente! Chamas fortes, material durável, extremamente bonito de se ver. Faz bonito na cozinha. Hoje em dia há muitas opções de fogão, com preços cada vez mais altos e funções que quase nunca (ou nunca mesmo) utilizamos. Eu optei por um fogão básico mas de qualidade e beleza que saltam aos olhos. Não temos do que nos arrepender. O fogão é excelente! O forno é um espetáculo! Ao contrário de muitos, assa por igual e com baixo consumo de gás. O único ""senão"" fica pra lâmpada do forno, que tem um formato especial e não é encontrada em qualquer loja de material elétrico. Como o fogão é bivolt, ele traz uma lâmpada 110V. Na minha região a energia é 220V, o que fez com que eu tivesse que retirá-la para não queimar. Agora não consigo encontrar uma 220V para colocar no lugar. Nem a assistência técnica da minha cidade conhecia o modelo da lâmpada."
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;30/03/2015;Recomendo este produto;É um produto BRASTEMP;Fácil manuseio, forno do tamanho que eu gosto, muito bonito.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;18/01/2016;Recomendo este produto;Poduto de qualidade;Produto de qualidade , porém a parte de trás achei muito frágil, amassa muito fácil , eu entendo que é apenas uma proteção/acabamento do fogão mas mesmo assim deveria ser de melhor qualidade ( mais resistente)
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;22/09/2015;Recomendo este produto;satisfação plena;facilidade de uso, aparência elegante que deu um charme especial a nossa cozinha
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;17/09/2015;Recomendo este produto;É um ótimo fogo e com a garantia Brastemp, e a entrega também ótima!!;Espaçoso, com ótima durabilidade e ótimo preço, recomendo.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";WANDERSON;05/11/2015;Recomendo este produto;Muito Bom;produto de boa qualidade e durabilidade.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;06/07/2015;Recomendo este produto;Bom;Facil operação
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;13/11/2015;Recomendo este produto;Ótimo produto;Brastemp é Brastemp!
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;08/11/2016;Recomendo este produto;Satisfatório;Atende ao que se espera para um fogão de 6 bocas com acendimento automático.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;12/01/2016;Recomendo este produto;Ótimo produto;O fogão não tem timer para o forno. No painel tem uma parte de inox que precisa ser limpa a todo momento.
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;28/09/2017;Recomendo este produto;fogao;otimo
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;20/09/2017;Recomendo este produto;bom;recomenndo
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;18/09/2017;Recomendo este produto;Bem robusto e boa aparência;Bem...ele é um tanto alto, dificultando o trabalho de cozinhar. Tenho 1,63 cm e preciso me espichar para mexer os alimentos nas panelas. Vou ter de adaptar um estrado de madeira :( Também noto que a chama não diminui o suficiente quando se coloca no mínimo, praticamente precisando retirar do fogo para não queimar, por exemplo, algo frito. O forno é bom. Aquece o suficiente, porém devido a localização do foco interno, superior esquerdo, o outro lado do forno fica obscuro não se tendo boa visualização do assado. Talvez melhor fosse no centro da tampa traseira ou em alguma lateral. OBS...Não faz nem um mês que tenho o produto, mas a menor opção em questão de prazo neste quesito foi de 3 meses,
Brastemp Clean BFS6N Piso 6 Bocas Branco;"fogao
";e-bit;14/09/2017;Recomendo este produto;Nós temos de presente então não sei fazer uma avaliação precisa do produto.;Como escrevi não tenho nenhuma experiência com o produto, mas posso falar que meus sogros gostaram muito do presente.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;13/01/2017;Recomendo este produto;Poderia ser melhor;Produto apresenta um bom acabamento externo, mas o acabamento do forno possui manchas na pintura interna possivelmente de pontos de solda. Parte traseira possui adesivos para esconder acabamento que possui aspecto de amassado.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";Alessandra yuri Enomoto;20/12/2016;Recomendo este produto;O produto parece ser otimo;"O produto parece ser ótimo, porém não compre pelo Extra.com pois a empresa não cumpri o prazo de entrega. 
Compre com outra loja."
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;03/12/2016;Recomendo este produto;Bom Bonito e Barato;Apenas comprei. Ainda não utilizei, Mas aparentemente achei o produto bom. Material de qualidade.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;09/01/2017;Recomendo este produto;Ótimo produto;Top de linha, lindo, muito fácil de uso, fácil de limpar.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;01/11/2016;Recomendo este produto;Otimo;Excelente
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;06/06/2016;Recomendo este produto;MUITO BOM;Estou satisfeita
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;25/07/2016;Recomendo este produto;excelente;excelente produto
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";RODRIGO SANTOS GARCIA;05/10/2017;Recomendo este produto;Usual;É um fogão de boa qualidade, nada que impressione e nada que o desabone. Apenas a luz do forno que queimou em pouco mais de 4 meses de uso.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;21/09/2017;Recomendo este produto;Bom produto;Bom
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;18/09/2017;Recomendo este produto;Excelente;O fogão é lindo e funciona super bem. Ótimo custo-benefício, design moderno, tudo de bom.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;04/09/2017;Recomendo este produto;Ótimo;Fogão muito bonito e muito prático. Especialmente o forno que é muito fácil de limpar.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;22/08/2017;Recomendo este produto;otimo;nota 10...
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;21/08/2017;Recomendo este produto;Ótimo!;Compreiu o fogão a cerca de 1 mês, e estou extremamente satisfeita. Ele é bonito, os botões removivéis e o forno facilitam a limpeza, e funciona muito bem. Eu recomendo!
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;20/06/2017;Recomendo este produto;Ótimo custo/benefício!;"Ótimo custo/benefício!
Entrega rápida.
Vale a pena comprar."
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;05/06/2017;Recomendo este produto;Bom produto.;Vale a pena pelo custo/benefício.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;16/04/2017;Recomendo este produto;Excelente produto;Muito facil de usar
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;29/03/2017;Recomendo este produto;Ta dentro da expectativa.;pra mim foi inovador , gostei....
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;07/03/2017;Recomendo este produto;Fogão com características satisfatórias!;Já estreei o forno e gostei. Assa rápido ,é muito bom.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;07/03/2017;Recomendo este produto;Gostei muito. A entrega foi rápida e chegou em perfeitas condições;Já estreei o forno e gostei. Assa rápido ,é muito bom.
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;28/02/2017;Recomendo este produto;O fogão é muito bonito !!!;Eu comprei esse fogão para presentear espero que a pessoa fique satisfeita com o presente !!!
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;21/02/2017;Recomendo este produto;Ótimo produto;Um ótimo custo/benefício
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;13/02/2017;Recomendo este produto;Estou muito satisfeita com a minha compra !!!;Recomendo esse produto ele é bonito prático e satisfez a minha expectativa !!!
Consul CFO4NAB Piso 4 Bocas Branco;"fogao
";e-bit;25/01/2017;Recomendo este produto;BOA COMPRA;ENTREGA ÁGIL E NO PRAZO, PRODUTO ÓTIMO.
